Número Consecutivo,Título,Autor,Sinopsis,Género,Año,URL Preview
2645,Tratado sobre la tolerancia - Voltaire,Voltaire,Alegato fundamental contra el fanatismo religioso motivado por el injusto proceso judicial a Jean Calas.,Ensayo,1763,https://drive.google.com/file/d/1NfVKrRwWjSqRKOdyoVtA8Fx_6TewWTv1/preview
2646,El planeta inhospito - David Wallace-Wells,"Wallace-Wells, David",Alerta urgente sobre las consecuencias extremas y reales del calentamiento global para la civilización.,No ficción,2019,https://drive.google.com/file/d/1W9NF1aZkIx0Ze3BFqAXtJT0Fy61_GapA/preview
2647,El hombre invisible ilustrado por Luis Scafati - H G Wells,"Wells, H. G.",Un científico logra volverse invisible pero desciende a la locura ante el aislamiento social.,Ciencia ficción,1897,https://drive.google.com/file/d/1erkn0tL2E3KJQgQkHwaIYqjU6_mjcjLy/preview
2648,La guerra de los mundos - H. G. Wells,"Wells, H. G.",Una invasión marciana pone en jaque la supervivencia de la humanidad en la Inglaterra victoriana.,Ciencia ficción,1898,https://drive.google.com/file/d/1DNsGquVzSK0rE7YR1iF_3Nky7_uuiTfF/preview
2649,La maquina del tiempo - H. G. Wells,"Wells, H. G.",Un viajero se desplaza al futuro remoto descubriendo la división social entre Eloi y Morlocks.,Ciencia ficción,1895,https://drive.google.com/file/d/1l4yxsdjnttAjJcemSBk9CPnSoxcPowjD/preview
2650,Doce historias y un sueno - H. G. Wells,"Wells, H.G.",Colección de cuentos que exploran lo fantástico y lo sobrenatural dentro de la vida cotidiana.,Relatos,1903,https://drive.google.com/file/d/1LL1pbZH4RuHZiBoEPrfmWqo0U2zxEfi7/preview
2651,El alimento de los dioses - H. G. Wells,"Wells, H.G.","Una sustancia química provoca un crecimiento agigantado en seres vivos, desatando una crisis global.",Ciencia ficción,1904,https://drive.google.com/file/d/1VJ8HqKov-vhSuTLsXwyvvoQ_Ksv-uJnl/preview
2652,El amor y mister Lewisham - H. G. Wells,"Wells, H.G.",Relato realista sobre las ambiciones de un joven profesor y sus dilemas morales y sentimentales.,Novela,1900,https://drive.google.com/file/d/1inIUuGu1LjgmcrTCCcytO9tttCJ5b7Vq/preview
2653,El bacilo robado y otros incidentes & Cuen - H. G. Wells,"Wells, H.G.",Cuentos cortos que mezclan la ciencia ficción incipiente con la ironía y el suspense.,Relatos,1895,https://drive.google.com/file/d/1xWYLhmwB04RuPYVqqvBGrfsjSLR6dQkC/preview
2654,El hombre invisible (Ilustrado) - H. G. Wells,"Wells, H.G.",Un científico logra volverse invisible pero desciende a la locura ante el aislamiento social.,Ciencia ficción,1897,https://drive.google.com/file/d/12KRezO9qbbrQgg8bpW4Y8cPA2-GSnX8H/preview
2655,El hombre invisible - H. G. Wells,"Wells, H.G.",Un científico logra volverse invisible pero desciende a la locura ante el aislamiento social.,Ciencia ficción,1897,https://drive.google.com/file/d/1hnN8dreE0ouhNYDOBt-92GA5sJm2FBsG/preview
2656,El mundo se liberta - H. G. Wells,"Wells, H.G.",Novela que predice armas de destrucción masiva y el establecimiento de un gobierno mundial unificado.,Ciencia ficción,1914,https://drive.google.com/file/d/1mtIRJOjCbxSpHtplFAt3YQsC7aMjsWAm/preview
2657,El pais de los ciegos (Ilustrado-bilingue) - H. G. Wells,"Wells, H.G.",Un montañero descubre un valle donde todos son ciegos y desafía su visión del mundo.,Relato,1904,https://drive.google.com/file/d/1kZUzNvNfazwjRd700xb1f4uUsW0Ax-ST/preview
2658,El pais de los ciegos - H. G. Wells,"Wells, H.G.",Un montañero descubre un valle donde todos son ciegos y desafía su visión del mundo.,Relato,1904,https://drive.google.com/file/d/14vaNfc0j1UjueydYu6xOtmQ5GKcDbmZG/preview
2659,El pais de los ciegos y otros relatos (tra - H. G. Wells,"Wells, H.G.",Selección de piezas breves magistrales que exploran las fronteras de lo posible y humano.,Relatos,1904,https://drive.google.com/file/d/1-WfUYRpGF9b64zyebTV2YAGIUoBALg5G/preview
2660,Grandes novelas - H. G. Wells,"Wells, H.G.",Recopilación de las obras fundamentales que definieron el género de la ciencia ficción moderna.,Ciencia ficción,N/A,https://drive.google.com/file/d/1QjjP8s116Q33Jlof0ycPrSWFWZCQgFZZ/preview
2661,La ciencia ficcion de H. G. Wells I - H. G. Wells,"Wells, H.G.",Antología de los relatos y novelas cortas del visionario autor británico sobre tecnología.,Ciencia ficción,N/A,https://drive.google.com/file/d/1RZfk08ertHhGxHBoofN_QRk1PPZfDEDK/preview
2662,La ciencia ficcion de H. G. Wells II - H. G. Wells,"Wells, H.G.",Antología de los relatos y novelas cortas del visionario autor británico sobre tecnología.,Ciencia ficción,N/A,https://drive.google.com/file/d/10Jps9d-8MCEsKuaVoH7mV42DP8sKTgBo/preview
2663,La isla del Dr. Moreau (Ilustrado) - H. G. Wells,"Wells, H.G.",Un náufrago descubre una isla donde un cirujano crea híbridos entre animales y humanos.,Ciencia ficción,1896,https://drive.google.com/file/d/1FATR6K3yUNfA5VGugoaXSSx9Ny7xUE-k/preview
2664,La isla del doctor Moreau - H. G. Wells,"Wells, H.G.",Un náufrago descubre una isla donde un cirujano crea híbridos entre animales y humanos.,Ciencia ficción,1896,https://drive.google.com/file/d/1jpfdIUCOp5Kz56bV7PRxELZ1WrK9CTYu/preview
2665,La miseria de los zapatos - H. G. Wells,"Wells, H.G.",Ensayo de corte socialista que analiza las desigualdades sociales a través del calzado popular.,Ensayo,1907,https://drive.google.com/file/d/1BKlSiezvUS8togORfV45QI6fzK5DOc68/preview
2666,La puerta en el muro (y otros cuentos) - H. G. Wells,"Wells, H.G.",Narraciones que exploran la nostalgia por mundos mágicos y la pérdida de la inocencia.,Relatos,1911,https://drive.google.com/file/d/1Qyo_Ku_iql3RhgSBR29PKM7QAcr7sjjO/preview
2667,La puerta en el muro - H. G. Wells,"Wells, H.G.",Narraciones que exploran la nostalgia por mundos mágicos y la pérdida de la inocencia.,Relatos,1911,https://drive.google.com/file/d/1neEPdlCS3lI6t8FV7EKSU9Z07FksaMg2/preview
2668,Los primeros hombres en la Luna - H. G. Wells,"Wells, H.G.",Dos viajeros llegan a la Luna y descubren una compleja y extraña civilización subterránea.,Ciencia ficción,1901,https://drive.google.com/file/d/182gGyUUcgH05FQfliD-ZPwAnFGicaxFH/preview
2669,Obras completas I - H. G. Wells,"Wells, H.G.","Compendio de la vasta producción literaria, científica y política del pionero del género.",Ciencia ficción,N/A,https://drive.google.com/file/d/1oHRKLviT5XmJPi_V_FR0K56oco_dJbSe/preview
2670,Obras completas II - H. G. Wells,"Wells, H.G.","Compendio de la vasta producción literaria, científica y política del pionero del género.",Ciencia ficción,N/A,https://drive.google.com/file/d/1Q_DBFFBM5LK80stePDgr60CvY8n2irvK/preview
2671,Rusia en las tinieblas - H. G. Wells,"Wells, H.G.",Crónica del viaje del autor a la Rusia revolucionaria y su encuentro con Lenin.,Ensayo,1920,https://drive.google.com/file/d/1_1bV2LBvCe-TKGoEo8ZyJXaTRKzLEZda/preview
2672,Tono-Bungay - H. G. Wells,"Wells, H.G.",Sátira social sobre el ascenso comercial en Inglaterra gracias a una medicina milagrosa fraudulenta.,Novela,1909,https://drive.google.com/file/d/1F4aGHOfafW3IjWQFbm2L9SBgqfC1Eyfx/preview
2673,Un criado que promete - H. G. Wells,"Wells, H.G.",Obra de juventud que explora las dinámicas domésticas y la vida social victoriana.,Novela,1895,https://drive.google.com/file/d/1kDs6_yIcuGISkT3JZMKW7KLsrFTcdJO2/preview
2674,Una historia de los tiempos venideros - H. G. Wells,"Wells, H.G.","Visión del Londres del siglo XXII, con sus avances tecnológicos y opresión social.",Relato,1897,https://drive.google.com/file/d/1LcMRV50p68YjxyKv-A2ghmSW7VZmh3GZ/preview
2675,Una utopia moderna - H. G. Wells,"Wells, H.G.",Propuesta filosófica y política de un Estado mundial organizado racionalmente para el bienestar.,Filosofía política,1905,https://drive.google.com/file/d/1zerITMsejmMdACJY9IhPnsv9ga3HOYdS/preview
2676,El coloso de Nueva York - Colson Whitehead,"Whitehead, Colson","Retratos literarios que capturan el alma, el ritmo y la diversidad de la metrópoli neoyorquina.",Ensayo / Crónica,2003,https://drive.google.com/file/d/1mVecporzH9oSPG5FfNiltiQQebbY4WVM/preview
2677,El ferrocarril subterraneo - Colson Whitehead,"Whitehead, Colson",Una joven esclava escapa de una plantación utilizando una red ferroviaria secreta y real.,Novela histórica,2016,https://drive.google.com/file/d/17wM3Eef3aQc8zNDtuZ2kbD4NAyyc29gj/preview
2678,Los chicos de la Nickel - Colson Whitehead,"Whitehead, Colson","Basada en hechos reales, narra los abusos sufridos por jóvenes en un reformatorio de Florida.",Novela,2019,https://drive.google.com/file/d/1ZgM_QdjpkWqavAu5fm6nqd4eY_JWm0aC/preview
2679,Zona Uno - Colson Whitehead,"Whitehead, Colson",Novela post-apocalíptica donde equipos de limpieza intentan recuperar Manhattan tras una plaga zombie.,Ciencia ficción,2011,https://drive.google.com/file/d/1oIA2xUdro7O5Gd1anIcmg0Z2YF4izY9w/preview
2680,Cuentos completos trad Julio Gomez de la Serna - Oscar Wilde,"Wilde, Oscar",Recopilación de las fábulas y narraciones cortas cargadas de ironía y lirismo del autor.,Relatos,N/A,https://drive.google.com/file/d/14_iR8kzC-yDAxlCvr4cokO2LLQSS1TuA/preview
2681,El fantasma de Canterville y otros relatos - Oscar Wilde,"Wilde, Oscar",Un espíritu aristocrático intenta asustar a una pragmática familia americana en su mansión.,Relatos,1887,https://drive.google.com/file/d/17Gnc4QySHOppiakN1a9lAmhQ1672JHwV/preview
2682,El principe feliz y otros cuentos - Oscar Wilde,"Wilde, Oscar","Fábulas morales sobre la belleza, el sacrificio y la compasión en la sociedad victoriana.",Literatura infantil,1888,https://drive.google.com/file/d/1lbHPGbM6IAp75-mMfWNIznZw81gz2GJU/preview
2683,El retrato de Dorian Gray Edicion sin censura - Oscar Wilde,"Wilde, Oscar",Un joven mantiene su belleza eterna mientras su retrato refleja sus pecados y corrupción.,Novela gótica,1890,https://drive.google.com/file/d/1bK4FR0F-CGfIEJY-kU0WsJnQtWc0fRxY/preview
2684,La_importancia_de_llamarse_Ernesto-Wilde_Oscar,"Wilde, Oscar",Sátira de las convenciones sociales mediante una comedia de enredos y dobles identidades.,Teatro,1895,https://drive.google.com/file/d/1ZiO1yEF0WPgp-_M0PWtXpHxvsyOhgHuf/preview
2685,Al faro - Virginia Woolf,"Woolf, Virginia",Exploración del paso del tiempo y las relaciones familiares a través de visitas a una isla.,Novela,1927,https://drive.google.com/file/d/1VSAbLF21h1-351TbiFxaB8ADyfZw6J8d/preview
2686,Cuentos completos - Virginia Woolf,"Woolf, Virginia",Narraciones breves que experimentan con el flujo de conciencia y la percepción sensorial.,Relatos,N/A,https://drive.google.com/file/d/12NZC2q2NVMlW2X7AXu5By0pw2SHq0cHC/preview
2687,El cuarto de Jacob - Virginia Woolf,"Woolf, Virginia",Fragmentaria vida de un joven inglés evocada a través de las impresiones de los demás.,Novela,1922,https://drive.google.com/file/d/1hF0CwJQHJkwVbSnnDsVd9aQAYSUGuvoo/preview
2688,El lector comun - Virginia Woolf,"Woolf, Virginia",Colección de ensayos críticos sobre literatura universal dirigidos al lector atento y no académico.,Ensayo,1925,https://drive.google.com/file/d/1wRF579fqU3eTANyQR1jfcPAe3R_p_ZMf/preview
2689,El viejo Bloomsbury y otros ensayos - Virginia Woolf,"Woolf, Virginia",Reflexiones sobre el influyente círculo intelectual de amigos del que la autora formó parte.,Ensayo,N/A,https://drive.google.com/file/d/1s3TdbatBSonrD7-F_fbYDOkNavz-wYCz/preview
2690,Entre actos - Virginia Woolf,"Woolf, Virginia",Una representación teatral en un pueblo inglés refleja las tensiones sociales previas a la guerra.,Novela,1941,https://drive.google.com/file/d/1OHhl4czGlN20nRAGhovlIMCMXsjkxorl/preview
2691,Estar enfermo - Virginia Woolf,"Woolf, Virginia",Meditación lírica sobre cómo la enfermedad altera nuestra percepción del mundo y del lenguaje.,Ensayo,1926,https://drive.google.com/file/d/1ylZriLGfJOy1eVgB68jk1cfwKPI68obq/preview
2692,Fin de viaje - Virginia Woolf,"Woolf, Virginia",Novela debut que sigue el viaje de una joven a Sudamérica y su despertar interior.,Novela,1915,https://drive.google.com/file/d/1SGBYkX3mZ4-CLnsf4ypZVNpnGKQ7T7CX/preview
2693,Flush - Virginia Woolf,"Woolf, Virginia",Biografía ficticia de la poeta Elizabeth Barrett Browning desde la perspectiva de su perro cocker.,Biografía,1933,https://drive.google.com/file/d/1z4klSETIeujnw6bTrbYLZKVnh9DVU41Y/preview
2694,Freshwater - Virginia Woolf,"Woolf, Virginia","Comedia corta que parodia el círculo social de su tía abuela, la fotógrafa Julia Cameron.",Teatro,1923,https://drive.google.com/file/d/1-XQaH9XFwidLUpfTn_d2M-L9BkTFq3gj/preview
2695,Horas en una biblioteca - Virginia Woolf,"Woolf, Virginia",Artículos críticos que celebran el placer de la lectura y analizan a grandes autores.,Ensayo,1916,https://drive.google.com/file/d/1lKRZAkC5wDfToNrKKwGWaIAbdWqEzERG/preview
2696,Kew gardens (Ilustrado) - Virginia Woolf,"Woolf, Virginia",Relato que captura impresiones y conversaciones de transeúntes en los famosos jardines botánicos.,Relato,1919,https://drive.google.com/file/d/1HTaEGnlulNqwa4Y_xY8P4FyZKsRHGXoy/preview
2697,La senora Dalloway - Virginia Woolf,"Woolf, Virginia",Un día en la vida de una mujer de la alta sociedad londinense tras la Gran Guerra.,Novela,1925,https://drive.google.com/file/d/1zR5NAZr2rWelMLmA7BDcXcIBV5KoFJm-/preview
2698,Las olas - Virginia Woolf,"Woolf, Virginia",Obra coral y poética que sigue la conciencia de seis amigos a lo largo de su vida.,Novela,1931,https://drive.google.com/file/d/10uvxBBzZn7axqlvnRvAE_ntHc2IpNm48/preview
2699,Londres - Virginia Woolf,"Woolf, Virginia",Compendio de crónicas urbanas que recorren con sensibilidad los rincones de la capital británica.,Ensayo,N/A,https://drive.google.com/file/d/1XkyEPhUeBwAcneCsfZPgY6nmsTGmwGTM/preview
2700,Los anos - Virginia Woolf,"Woolf, Virginia",Crónica de la vida de una familia inglesa y los cambios sociales desde 1880 hasta 1930.,Novela,1937,https://drive.google.com/file/d/1ygH_bzJF8ANFdkJ_oqeL1BvVpHf_lDDw/preview
2701,Lunes o martes. Cuentos y bosquejos - Virginia Woolf,"Woolf, Virginia","Relatos experimentales que exploran la percepción y el flujo de conciencia, marcando el inicio de la vanguardia literaria de la autora.",Relatos,1921,https://drive.google.com/file/d/1eICrJlifWCtI-cMS7BLCduw1AZqaoJ8j/preview
2702,Orlando - Virginia Woolf,"Woolf, Virginia","Un aristócrata vive tres siglos sin envejecer, cambiando misteriosamente de sexo y explorando la identidad personal a través de la historia europea.",Novela fantástica,1928,https://drive.google.com/file/d/1v6zVwvXUZzBD-kjvRuve2sm8pbxWic8N/preview
2703,Orlando. Una biografia - Virginia Woolf,"Woolf, Virginia","Falsa biografía de un ser inmortal que atraviesa épocas y géneros, desafiando las convenciones sociales y literarias de su tiempo.",Novela,1928,https://drive.google.com/file/d/1ncgGcuH9e9bPQ83avbtLzJFUJaCI4JYr/preview
2704,Relatos completos - Virginia Woolf,"Woolf, Virginia","Compendio exhaustivo de la narrativa breve de Woolf, donde se observan sus innovaciones técnicas y sus temas psicológicos recurrentes.",Relatos,1982,https://drive.google.com/file/d/1pTBS9Lxh17viR73bY3mwRTPF2TmuCKlR/preview
2705,Un cuarto propio (edicion ilustrada) - Virginia Woolf,"Woolf, Virginia",Ensayo fundamental sobre la necesidad de independencia económica y espacio personal para que las mujeres puedan desarrollar su creatividad literaria.,Ensayo,1929,https://drive.google.com/file/d/1Dmrc6_4LeKcFgEat56cxupyYw7BhqyQ8/preview
2706,Un cuarto propio - Virginia Woolf,"Woolf, Virginia",Ensayo fundacional sobre la necesidad de independencia económica y espacio personal para que las mujeres puedan desarrollar su creatividad literaria.,Ensayo,1929,https://drive.google.com/file/d/10M3p9NvI4IXwKGFgpK5fsEfHKVXbG_kH/preview
2707,Una habitacion propia - Virginia Woolf,"Woolf, Virginia",Ensayo pionero que analiza las dificultades históricas de las escritoras y reclama libertad material para la creación femenina.,Ensayo,1929,https://drive.google.com/file/d/1vB6JqEpzBzBqeKH5L51XW2rHLeul9E6u/preview
2708,Parasitos - Carl Zimmer,"Zimmer, Carl",Fascinante investigación sobre el mundo oculto de los parásitos y su asombrosa capacidad para controlar y transformar a otros seres vivos.,Divulgación científica,2000,https://drive.google.com/file/d/1SFvhuVlcA4vz5OIvfYNnHO45cIX7S_rq/preview
2709,Antigona - Slavoj Zizek,"Zizek, Slavoj","Žižek reinterpreta el mito clásico de Sófocles, proponiendo tres finales alternativos que exploran la ética, la política y el deseo.",Filosofía,2016,https://drive.google.com/file/d/1ffgP5IPb2wnh0D7ZmfaaJm88ZyuLU3Hh/preview
2710,Bienvenidos al desierto de lo Real - Slavoj Zizek,"Zizek, Slavoj",Análisis filosófico sobre los atentados del 11 de septiembre y cómo la ficción mediática ha reemplazado nuestra noción de realidad.,Ensayo político,2002,https://drive.google.com/file/d/1CtvuSileS_xmcHXIwKsfUe3UR0dfgWbZ/preview
2711,El acoso de las fantasias - Slavoj Zizek,"Zizek, Slavoj",Estudio sobre cómo las fantasías inconscientes estructuran nuestra percepción de la realidad social y política en la era posmoderna.,Ensayo / Filosofía,1997,https://drive.google.com/file/d/1d7YpM3qTL_LLJyBnexO2kPHweFgNdH3k/preview
2712,El dolor de Dios. Inversiones del Apocalip - Slavoj Zizek,"Zizek, Slavoj","Reflexión dialéctica sobre la teología, el materialismo y el apocalipsis, analizando la figura de Dios desde un enfoque lacaniano.",Ensayo,2007,https://drive.google.com/file/d/1QV1L7fTkfNnqeInAgeBkmcdW5E7eqBxs/preview
2713,El mas sublime de los histericos - Slavoj Zizek,"Zizek, Slavoj","Una introducción al pensamiento de Jacques Lacan a través de Hegel, centrada en la constitución del sujeto y el deseo.",Filosofía,1988,https://drive.google.com/file/d/1ANJafrjbDnRmIpf_t6Ll2R6GfJHM3PVE/preview
2714,En defensa de causas perdidas - Slavoj Zizek,"Zizek, Slavoj",Reivindicación de grandes proyectos revolucionarios de la historia frente a la apatía y el pragmatismo del capitalismo global actual.,Ensayo político,2008,https://drive.google.com/file/d/15VSwlh1TQPSI0Z5a_i4F_insMcW1vrKK/preview
2715,En defensa de la intolerancia - Slavoj Zizek,"Zizek, Slavoj",Crítica provocadora al multiculturalismo liberal y defensa de la necesidad de tomar posiciones ideológicas firmes y universales.,Ensayo político,1999,https://drive.google.com/file/d/1yriaeZ3uwN18fKsIfzze736wU3MUdBe7/preview
2716,Islam y modernidad - Slavoj Zizek,"Zizek, Slavoj",Análisis sobre las tensiones entre la fe religiosa y las estructuras de la modernidad capitalista en el contexto global actual.,Ensayo,2015,https://drive.google.com/file/d/1M9_vLoF9qI4SJ1ZnMxOus-oMHaA_id3T/preview
2717,La nueva lucha de clases - Slavoj Zizek,"Zizek, Slavoj",Reflexión sobre la crisis de refugiados y las nuevas divisiones sociales generadas por la economía global y el fundamentalismo.,Ensayo político,2015,https://drive.google.com/file/d/1AUk0FRpWiLAz0_oHQxRZYPBNS1yvfynB/preview
